   ,CHANGED,INTERNAL CODE,ENGLISH,ENGLISH HEALTH,ENGLISH PERSONNEL,NETHERLANDS,NL HEALTH,NL PERSONNEL,NORWEGIAN,NOR HEALTH,NOR PERSONNEL,SWEDISH,SWE HEALTH,SWE PERSONNEL,KINESISK,KIN HELSE,KIN PERSONELL,DEBUG,DEBUG HEALTH,DEBUG PERSONELL,GERMAN,GERMAN HEALTH,GERMAN PERSONELL,,
,,findit.label.indoorLocation,Indoor Location,,,,,,Innendørslokasjon,,,,,,,,,4530,,,,,,,
2160,3/9/2012,findit.report.asset_groups,Groups,,,Groepen,,,Grupper,,,Grupper,,,群组,,,4531,,,Gruppen,,,,
2161,3/9/2012,findit.report.asset_states,States,,,Staten,,,Tilstander,,,Tillstånd,,,状态,,,4532,,,Stati,,,,
2162,3/9/2012,findit.report.asset_types,Types,,,Types,,,Typer,,,Typer,,,类型,,,4533,,,Typen,,,,
2163,3/9/2012,findit.report.account_users,Account Users,,,Account Gebruikers,,,Kontobrukere,,,Kontoanvändare,,,帐户用户,账户用户,账户用户,4534,,,Accountbenutzer,,,,
2164,3/9/2012,findit.report.description.position_providers,"A report which lists all the assets, zones and devices the account owns.","A report which lists all the patients, zones and devices the account owns.","A report which lists all the persons, zones and devices the account owns.","Een rapportage van alle Objecten, zones and sensor apparaten van het account.","Een rapportage van alle Patiënten, zones and sensor apparaten van het account.","Een rapportage van alle Personen, zones and sensor apparaten van het account.","En rapport som lister alle eiendeler, soner og enheter som kontoen eier.","En rapport som lister alle pasienter, soner og enheter kontoen eier.","En rapport som lister alle personer, soner og enheter kontoen eier.","En rapport som listar alla föremål, zoner och sensorenheter som kontot äger.","En rapport som listar alla patienter, zoner och sensorenheter som kontot äger.","En rapport som listar alla personer, zoner och sensorenheter som kontot äger.",,,,4535,,,"Ein Bericht, der alle Objekte, Zonen und Geräte des Accounts anzeigt",,,,
2165,3/9/2012,findit.report.description.asset_groups,A report which lists all the groups available in the account.,,,Een rapportage van alle groepen beschikbaar in het account.,,,En rapport som lister alle grupper som er tilgjengelig i kontoen.,,,En rapport som listar alla grupper som är tillgängliga i kontot,,,,,,4536,,,"Ein Bericht, der alle verfügbaren Gruppen des Accounts anzeigt",,,,
2166,3/9/2012,findit.report.description.asset_states,A report which lists all the states available in the account.,,,Een rapportage van alle staten beschikbaar in het account.,,,En rapport som lister alle tilstander som er tilgjengelig i kontoen.,,,En rapport som listar alla tillstånd som är tillgängliga i kontot,,,,,,4537,,,"Ein Bericht, der alle Stati des Accounts anzeigt",,,,
2167,3/9/2012,findit.report.description.asset_types,A report which lists all the types available in the account.,,,Een rapportage van alle types beschikbaar in het account.,,,En rapport som lister alle typer som er tilgjengelig i kontoen.,,,En rapport som listar alla typer som är tillgängliga i kontot,,,,,,4538,,,"Ein Bericht, der alle verfügbaren Typen des Accounts anzeigt",,,,
2168,3/9/2012,findit.report.description.account_users,A report which lists all the users associated with the account and their privilege level.,,,Een rapportage van alle gebruikers gekoppeld aan het account en hun privilege niveau.,,,En rapport som lister alle brukere tilknyttet kontoen og deres tilgangsnivå.,,,En rapport som listar alla användare som är associerade med kontot och deras behörighetsnivå,,,,,,4539,,,,,,,
2169,3/9/2012,findit.button.asset.states.remove,Remove,,,Verwijderen,,,Fjern,,,Radera,,,清除,,,4540,,,Löschen,,,,
2170,3/9/2012,findit.button.asset.states.add,Add,,,Toevoegen,,,Legg til,,,Lägg till,,,添加,,,4541,,,Hinzufügen,,,,
2171,3/9/2012,findit.label.asset.states.current,Current States,,,Huidige staten,,,Nåværende tilstander,,,Nuvarande tillstånd,,,当前状况,,,4542,,,Aktuelle Stati,,,,
2172,3/9/2012,findit.label.asset.states.available,Available States,,,Beschikbare staten,,,Tilgjengelige tilstander,,,Tillgängliga tillstånd,,,Available States,,,4543,,,Verfügbare Stati,,,,
2173,3/9/2012,findit.button.asset.states.add.confirmation,Are you sure you want to add this state?,,,Bent u zeker dat u deze staat wilt toevoegen?,,,Er du sikker på at du vil legge til denne tilstanden?,,,Är du säker på att du vill lägga till detta tillståndet?,,,你确定要添加这一状况?,,,4544,,,"Sind Sie sicher, dass Sie diesen Status hinzufügen möchen?",,,,
2174,3/9/2012,findit.button.asset.states.remove.confirmation,Are you sure you want to remove this state?,,,Bent u zeker dat u deze staat wilt verwijderen?,,,Er du sikker på at du vil fjerne denne tilstanden?,,,Är du säker på att du vill radera detta tillståndet?,,,你确定要删除这一状况?,,,4545,,,"Sind Sie sicher, dass Sie diesen Status entfernen möchten?",,,,
2175,3/9/2012,findit.title.asset.states,Change States for {0},,,Verander status voor {0},,,Endre tilstander for {0},,,Ändra tillstånd för {0},,,更改状况 {0},,,4546,,,Status ändern für {0},,,,
2176,3/9/2012,findit.site.title.asset.states,Change States for {0},,,Verander status voor {0},,,Endre tilstander for {0},,,Ändra tillstånd för {0},,,更改状况 {0},,,4547,,,Status ändern für {0},,,,
2177,3/9/2012,findit.button.change_states,Change States,,,Verander status,,,Endre tilstander,,,Ändra tillstånd för {0},,,更改状况,,,4548,,,Status ändern,,,,
2178,3/9/2012,findit.label.asset.state.no_states,This asset does not have any states,This asset does not have any states,This person does not have any states,Dit object heeft geen status,Deze patiënt heeft geen status,Dit persoon heeft geen status,Denne eiendelen har ingen tilstander,Denne pasienten har ingen tilstander,Denne personen har ingen tilstander,Detta föremål saknar ett tillstånd,Denna patient saknar ett tillstånd,Denna person saknar ett tillstånd,This asset does not have any states,This asset does not have any states,This person does not have any states,4549,,,Dieses Objekt hat keinen Status,,,,
2179,3/9/2012,findit_error.name_taken,The name ''{2}'' is already in use,,,De naam ''{2}'' is al in gebruik,,,Navnet ''{2}'' er allerede i bruk,,,Namnet ''{2}'' används redan,,,The name ''{2}'' is already in use,,,4550,,,Der Name ''{2}'' ist bereits vergeben,,,,
2180,3/9/2012,register_account.user_not_found,The user with the username ''{2}'' could not be found,,,Gebruiker ''{2}'' kon niet worden gevonden.,,,Brukeren med brukernavnet ''{2}'' kunne ikke bli funnet,,,Användaren med användarnamnet ''{2}'' kunde inte hittas,,,The user with the username ''{2}'' could not be found,,,4551,,,Benutzer ''{2}'' konnte nicht gefunden werden,,,,
2181,3/9/2012,register_account.user_has_account,The user with the username ''{2}'' is already associated with an account,,,Gebruiker ''{2}'' is al aan een account gekoppeld.,,,Brukeren med brukernavnet ''{2}'' er allerede assosiert med en konto,,,Användaren med användarnamnet ''{2}'' är redan associerad med ett konto,,,The user with the username ''{2}'' is already associated with an account,,,4552,,,Der Benutzer ''{2}'' ist bereits an einen Account gekoppelt.,,,,
2182,3/9/2012,findit_error.field_null,The field cannot be empty,,,Dit veld mag niet leeg zijn.,,,Feltet kan ikke være tomt,,,Fältet kan inte vara tomt,,,The field cannot be empty,,,4553,,,Das Feld darf nicht leer sein,,,,
2183,3/9/2012,findit_error.no_account,Your user is not associated with an account,,,Uw gebruiker is op dit moment niet gekoppeld met een account.,,,Din bruker er ikke assossiert med en konto,,,Din användare är inte knuten till något konto,,,Your user is not associated with an account,,,4554,,,Der Benutzer ist momentan nicht mit einem Account gekoppelt.,,,,
2184,3/9/2012,register_asset.error_positioned_by,Could not understand how the asset will be positioned,Could not understand how the patient will be positioned,Could not understand how the person will be positioned,Kon niet begrijpen hoe het object posities ontvangt.,Kon niet begrijpen hoe de patiënt posities ontvangt.,Kon niet begrijpen hoe de persoon posities ontvangt.,Kunne ikke skjønne hvordan eiendelen skal bli posisjonert,Kunne ikke skjønne hvordan pasienten skal bli posisjonert,Kunne ikke skjønne hvordan personen skal bli posisjonert,Kunde inte förstå hur föremålet skall positioneras,Kunde inte förstå hur patienten skall positioneras,Kunde inte förstå hur personen skall positioneras,Could not understand how the asset will be positioned,Could not understand how the patient will be positioned,Could not understand how the person will be positioned,4555,,,"Konnte nicht verstehen, wie das Objekt positioniert werden wird.",,,,
2185,3/9/2012,register_asset.type_not_found,Could not find the asset's type,Could not find the patient's type,Could not find the person's type,Kon het type van het object niet vinden,Kon het type van de patiënt niet vinden,Kon het type van de persoon niet vinden,Kunne ikke finne eiendelens type,Kunne ikke finne pasientens type,Kunne ikke finne personens type,Kunde inte hitta föremålets typ,Kunde inte hitta patientens typ,Kunde inte hitta personens typ,Could not find the asset's type,Could not find the patient's type,Could not find the person's type,4556,,,Objekttyp konnte nicht gefunden werden,,,,
2186,3/9/2012,findit_error.rule_name_mismatch,The name in the rule code does not match the name of the rule,,,De naam in de code van de regel komt niet overeen met de naam van de regel,,,Navnet i regelkoden stemmer ikke overens med navnet på regelen,,,Namnet i regelkoden stämmer ej överens med namnet på regeln,,,The name in the rule code does not match the name of the rule,,,4557,,,Der Name im Code der Regel stimmt nicht mit dem Namen der Regel überein,,,,
2187,3/9/2012,findit_error.rule_resource_null,The rule was null before compiling,,,De regel was ongeldig voor het compileren,,,Regelen var null før den skulle kompileres,,,Regeln var värdelös innan kompilering,,,The rule was null before compiling,,,4558,,,Die Rolle war vor dem kompilieren ungültig,,,,
2188,3/9/2012,findit_error.rule_compilation_failure,Compilation failure,,,Compilatiefout,,,Kompileringsfeil,,,Kompileringsfel,,,Compilation failure,,,4559,,,Fehler beim kompilieren,,,,
2189,3/9/2012,findit_error.password_repeat_failure,The repeated password does not match the other password or it is blank,,,Het herhaalde wachtwoord komt niet overeen met het andere wachtwoord of is leeg.,,,The gjentatte passorder er enten ikke likt det andre passordet eller så er det blankt,,,Det repeterade lösenordet stämmer ej överens med det andra lösenordet eller så är det blankt,,,The repeated password does not match the other password or it is blank,,,4560,,,Die Passwortwiederholung stimmt nicht mit dem Passwort überein oder das Feld ist leer.,,,,
2190,3/9/2012,findit_error.login_name_taken,The email you are trying to register with has already been registered,,,De email die u probeert te registreren is al geregistreerd.,,,Epostadressen du prøver å registrere med er allerede registrert i systemet,,,Epostadressen du försöker registrera med är redan registrerat i systemet,,,The email you are trying to register with has already been registered,,,4561,,,"Die Email, die Sie registrieren möchten ist bereits registriert.",,,,
2191,3/9/2012,findit.title.account.edit_domain,Edit Domain,,,Type account bewerken,,,Rediger domene,,,Redigera domän,,,Edit Domain,,,4562,,,Domäne bearbeiten,,,,
2192,3/9/2012,findit.title.account.show_domain,Domain,,,Domein,,,Domene,,,Domän,,,域,,,4563,,,Domäne,,,,
2193,3/9/2012,findit.label.account.domain,Domain,,,Type,,,Domene,,,Domän,,,域,,,4564,,,Domäne,,,,
2194,3/9/2012,findit.button.account.edit_domain,Save Domain,,,Opslaan,,,Lagre domene,,,Spara domän,,,Save Domain,,,4565,,,Domäne speichern,,,,
2195,3/9/2012,findit.label.domain.null,Generic domain,,,Generiek domein,,,Generisk domene,,,Generisk domän,,,Generic domain,,,4566,,,Generische Domäne,,,,
2196,3/9/2012,findit.label.domains.domainnull,Generic domain,,,Generiek domein,,,Generisk domene,,,Generisk domän,,,Generic domain,,,4567,,,Generische Domäne,,,,
2197,3/9/2012,findit.label.domains.domain_AST,Asset,,,Object,,,Eiendeler,,,Föremål,,,资产,,,4568,,,Objekt,,,,
2198,3/9/2012,findit.label.domains.domain_PRS,Personnel,,,Personeel,,,Personell,,,Personal,,,人员,,,4569,,,Personal,,,,
2199,3/9/2012,findit.label.domains.domain_HLS,Health,,,Gezondheid,,,Helse,,,Hälsa,,,健康,,,4570,,,Gesundheit,,,,
2200,3/9/2012,findit.label.domains.domain_NTR,Entrepreneur,,,Entrepreneur,,,Entreprenør,,,Entreprenör,,,企业家,,,4571,,,Unternehmer,,,,
2201,3/9/2012,findit.title.lang.change_lang,Change Interface Language,,,Interface taal wijzigen,,,Endre språk,,,Ändra språk,,,Change Interface Language,,,4572,,,Sprache der Benutzeroberfläche ändern,,,,
2202,3/9/2012,findit.title.pers.change_details,Change Personal Details,,,Persoonlijke details wijzigen,,,Endre persondetaljer,,,Ändra persondetaljer,,,Change Personal Details,,,4573,,,Persönliche Details ändern,,,,
2203,3/9/2012,findit.label.empty_table,This list is empty,,,Deze lijst is leeg,,,Denne listen er tom,,,Denna listan är tom,,,该列表是空的,,,4574,,,Diese Liste ist leer,,,,
2204,3/9/2012,findit.button.menu.widget_settings,Widget Settings,,,Widget instellingen,,,Widgetinnstillinger,,,Widgetinställningar,,,Widget Settings,,,4575,,,Widget Einstellungen,,,,
2205,3/9/2012,findit.site.title.widget_settings,Widget Settings,,,Widget instellingen,,,Widgetinnstillinger,,,Widgetinställningar,,,Widget Settings,,,4576,,,Widget Einstellungen,,,,
2206,3/9/2012,findit.title.widget_settings,Widget Settings,,,Widget instellingen,,,Widgetinnstillinger,,,Widgetinställningar,,,Widget Settings,,,4577,,,Widget Einstellungen,,,,
2207,3/9/2012,findit.title.widget_settings.update,Basic Settings,,,Basis instellingen,,,Grunninnstillinger,,,Grundinställningar,,,Basic Settings,,,4578,,,Grundeinstellungen,,,,
2208,3/9/2012,findit.label.widget_settings.detailedPopup,Show detailed popups in widget maps,,,Gedetaileerde popups tonen in widget kaarten,,,Vis ekstra detaljert informasjon i kart,,,Visa extra detaljerad information på kartan,,,Show detailed popups in widget maps,,,4579,,,Detaillierte Popups in Widgetkarten anzeigen,,,,
2209,3/9/2012,findit.label.widget_settings.alwaysShowPopup,Always display popups in widget maps,,,Altijd popups tonen in widget kaarten,,,Vis alltid informasjon i kart,,,Visa alltid information på kartan,,,Always display popups in widget maps,,,4580,,,Popups in Widgetkarten immer anzeigen,,,,
2210,3/9/2012,findit.button.widget_settings.save,Save changes,,,Wijzigingen opslaan,,,Lagre endringer,,,Spara ändringar,,,Save changes,,,4581,,,Änderungen speichern,,,,
2211,3/9/2012,asset.swap_device.success,Device ''{1}'' is now registered to ''{0}'',,,Sensor apparaat ''{1}'' is nu gekoppeld aan ''{0}'',,,Enhet ''{1}'' er nå registrert på ''{0}'',,,Sensorenhet ''{1}'' är nu registrerad på ''{0}'',,,Device ''{1}'' is now registered to ''{0}'',,,4582,,,Das Gerät ''{1}'' ist jetzt an ''{0}'' gekoppelt,,,,
2212,3/9/2012,asset.swap_device.success.np,'{0}'' no longer has a device,,,{0} heeft geen sensor apparaat meer.,,,'{0}'' er ikke lenger tilknyttet en enhet,,,{0} är inte längre knuten till en sensorenhet,,,{0} no longer has a device,,,4583,,,{0} hat kein Gerät mehr.,,,,
2213,3/9/2012,findit.button.menu.assets.quick_swap_device,Quick Swap Device,,,Apparaat snel wisselen,,,Hurtigbytte av enhet,,,Snabbyte av sensorenhet,,,Quick Swap Device,,,4584,,,Gerät schnell wechseln,,,,
2214,3/9/2012,findit.title.asset.swap.list,Quick Swap Device,,,Apparaat snel wisselen,,,Hurtigbytte av enhet,,,Snabbyte av sensorenhet,,,Quick Swap Device,,,4585,,,Gerät schnell wechseln,,,,
2215,3/9/2012,findit.site.title.asset.swap.list,Quick Swap Device,,,Apparaat snel wisselen,,,Hurtigbytte av enhet,,,Snabbyte av sensorenhet,,,Quick Swap Device,,,4586,,,Gerät schnell wechseln,,,,
2216,3/9/2012,findit.label.device,Device,,,Sensor apparaat,,,Enhet,,,Sensorenhet,,,传感设备,,,4587,,,Gerät,,,,
2217,3/9/2012,findit.title.log.show,Activity Log,,,Logboek,,,Aktivitetslogg,,,,,,活动日志,,,4588,,,,,,,
2218,3/9/2012,findit.site.title.log.show,Activity Log,,,Logboek,,,Aktivitetslogg,,,,,,活动日志,,,4589,,,,,,,
,,findit.label.log.source,Source,,,Bron,,,Kilde,,,,,,来源,,,4590,,,,,,,
,,findit.label.log.object,Object,,,Object,,Persoon,Objekt,,,,,,对象,,,4591,,,,,,,
,,findit.label.log.data,Related,,,,,,Relaterte,,,,,,有关的,,,4592,,,,,,,
2219,3/9/2012,findit.button.logbrowser,Back to log,,,Terug naar gebeurtenissen logboek,,,Tilbake til logg,,,Tillbaka till logg,,,回到日志,,,4593,,,Zurück zum Ereignislogbuch,,,,
2220,3/9/2012,findit.button.alarmbrowser,Show alarms,,,Alarmen tonen,,,Vis alarmer,,,Visa larm,,,显示警报,,,4594,,,Warnmeldungen anzeigen,,,,
2221,3/9/2012,findit.button.search,Search,,,Zoeken,,,Søk,,,Sök,,,搜索,,,4595,,,Suchen,,,,
2222,3/9/2012,findit.label.search.empty_query,Search query cannot be empty,,,Zoekveld mag niet leeg zijn,,,Søket kan ikke være tomt,,,Sökningen får inte vara tom,,,搜索查询不能是空的,,,4596,,,Suchfeld darf nicht leer sein,,,,
2223,3/9/2012,findit.site.title.search.results,Search Result,,,Zoek resultaat,,,Søkeresultater,,,Sökresultat,,,搜索结果,,,4597,,,Suchergebnis,,,,
2224,3/9/2012,findit.title.search.results,Search Result,,,Zoek resultaat,,,Søkeresultater,,,Sökresultat,,,搜索结果,,,4598,,,Suchergebnis,,,,
2225,3/9/2012,findit.button.close,Close,,,Sluiten,,,Lukk,,,Stäng,,,关闭,,,4599,,,Schließen,,,,
2225,3/9/2012,findit.alarm.popup_close,Close,,,Sluiten,,,Lukk,,,Stäng,,,关闭,,,4600,,,Schließen,,,,
2226,3/9/2012,findit.alarm.popup_investigate,See alarms,,,Alarmen tonen,,,Se alarmer,,,Se larm,,,看警报,,,4601,,,Alarme anzeigen,,,,
2227,3/9/2012,findit.alarm.popup_title,An alarm has been triggered,,,Er is een alarm afgegaan,,,En alarm har blitt utløst,,,Ett larm har utlösts,,,An alarm has been triggered,,,4602,,,Ein Alarm wurde ausgelöst,,,,
2228,3/9/2012,findit.alarm.popup_text,"An alarm has been triggered. You can close this message and finish your work, or immediately investigate the alarm.",,,Er is een alarm afgegaan. U kunt dit bericht sluiten en uw werk afmaken of direct het alarm onderzoeken.\,,,"En alarm har blitt utløst. Du kan lukke denne meldingen og fullføre det du drev med, eller umiddelbart undersøke alarmen.",,,"Ett larm har utlösts. Du kan stänga detta meddelande och slutföra ditt arbete, eller omedelbart undersöka larmet.",,,"An alarm has been triggered. You can close this message and finish your work, or immediately investigate the alarm.",,,4603,,,Ein Alarm wurde ausgelöst. Sie können diese Nachricht schließen und Ihre Arbeit beenden oder den Alarm sofort untersuchen.,,,,
2229,3/9/2012,findit.alarm.notifier,An alarm has been triggered.,,,Er is een alarm afgegaan,,,En alarm har blitt utløst.,,,Ett larm har utlösts.,,,An alarm has been triggered.,,,4604,,,Ein Alarm wurde ausgelöst.,,,,
2230,3/9/2012,findit.alarm.notifier.list,Display the alarm,,,Alarm weergeven,,,Vis alarm,,,Visa larm,,,Display the alarm,,,4605,,,Alarm anzeigen,,,,
2231,3/9/2012,findit.alarm.notifier.text,"An alarm has been triggered. You can close this message and finish your work, or go immediately to the list of alarms.",,,Er is een alarm afgegaan. U kunt dit bericht sluiten en uw werk afmaken of direct het alarm onderzoeken.\,,,"En alarm har blitt utløst. Du kan lukke denne meldingen og fullføre det du drev med, eller gå umiddelbart til alarmlisten",,,"Ett larm har utlösts. Du kan stänga detta meddelande och slutföra ditt arbete, eller gå direkt till listan över larm.",,,"An alarm has been triggered. You can close this message and finish your work, or go immediately to the list of alarms.",,,4606,,,Ein Alarm wurde ausgelöst. Sie können diese Nachricht schließen und Ihre Arbeit beenden oder sofort in die Liste der Alarme wechseln.,,,,
2232,3/9/2012,findit.button.menu.logout.confirm,One or more alarms are still unacknowledged. Are you sure you want to log off?,,,Eén of meer alarmen zijn nog niet afgehandeld. Weet u zeker dat u wilt uitloggen?,,,En eller flere alarmer er fortsatt ikke kvittert. Er du sikker på at du vil logge av?,,,Ett eller flera larm är fortfarande okvitterade. Är du säker på att du vill logga ut?,,,One or more alarms are still unacknowledged. Are you sure you want to log off?,,,4607,,,"Ein oder mehrere Alarme sind unbearbeitet. Sind Sie sicher, dass Sie sich abmelden möchten?",,,,
2233,3/9/2012,findit.alarm.snooze,Postpone action,,,Actie uitstellen,,,Utsett handling,,,Skjut upp handling,,,Postpone action,,,4608,,,,,,,
2234,3/9/2012,findit.label.log.type,Type,,,Type,,,Type,,,Typ,,,类型,类型,类型,4609,,,,,,,
2235,3/9/2012,findit.title.log.list,Activity Log,,,,,,Aktivitetslogg,,,,,,活动日志,,,4610,,,,,,,
2236,3/9/2012,findit.site.title.log.list,Activity Log,,,,,,Aktivitetslogg,,,,,,活动日志,,,4611,,,,,,,
2237,3/9/2012,findit.label.log.message,Message,,,Melding,,,Melding,,,Meddelande,,,信息,,,4612,,,Nachricht,,,,
2238,3/9/2012,findit.label.log.user,User,,,Gebruiker,,,Bruker,,,Användare,,,用户,,,4613,,,Benutzer,,,,
2239,3/9/2012,findit.label.alarm.generator,Triggered by,,,Afgegaan door,,,Utløst av,,,Utlöst av,,,Triggered by,,,4614,,,Ausgelöst durch,,,,
2240,3/9/2012,findit.label.log.generator,Generated By,,,Gegenereert door,,,Skapt av,,,Skapad av,,,Generated By,,,4615,,,Generiert durch,,,,
2241,3/9/2012,findit.label.log.lastUpdated,Last Updated,,,Laatst aangepast,,,Siste endring,,,Senast ändrad,,,最后更新,,,4616,,,Zuletzt geändert,,,,
2242,3/9/2012,findit.label.log.require_ack,Not acknowledged,,,Niet afgehandeld,,,Ikke kvittert,,,Ej kvitterat,,,未确认,,,4617,,,Nicht beantwortet,,,,
2243,3/9/2012,findit.button.menu.account.log,Activity Log,,,Logboek,,,Aktivitetslogg,,,,,,活动日志,,,4618,,,,,,,
2244,3/9/2012,findit.button.menu.account.alarm,Alarms,,,Alarmen,,,Alarmer,,,Larm,,,警报,,,4619,,,Warnmeldungen,,,,
2245,3/9/2012,findit.log.system,System,,,Systeem,,,System,,,System,,,系统,,,4620,,,System,,,,
2246,3/9/2012,log.event.type.alarm,Alarm,,,Alarm,,,Alarm,,,Larm,,,报警,,,4621,,,Warnmeldung,,,,
2247,3/9/2012,log.event.type.info,Info,,,Info,,,Info,,,Info,,,信息,,,4622,,,Info,,,,
2248,3/9/2012,log.event.type.warn,Warn,,,Waarschuwen,,,Advarsel,,,Varna,,,Warn,,,4623,,,Warnen,,,,
2249,3/9/2012,log.event.type.error,Error,,,Fout,,,Feil,,,Fel,,,错误,,,4624,,,Fehler,,,,
2250,3/9/2012,log.event.actionRaiseAlarm,Alarm triggered with message ''{0}'',,,Alarm afgegaan met bericht ''{0}'',,,Alarm utløst med melding ''{0}'',,,Larm utlöst med meddelande ''{0}'',,,Alarm triggered with message ''{0}'',,,4625,,,Warnmeldung ausglöst mit Nachricht ''{0}'',,,,
2251,3/9/2012,log.event.actionSendSms,Sent SMS message to ''{0}'' with text ''{1}'',,,Stuur SMS bericht naar ''{0}'' met tekst ''{1}'',,,SMS-melding sendt til ''{0}'' med tekst ''{1}'',,,SMS-meddelande sänt till ''{0}'' med text ''{1}'',,,Sent SMS message to ''{0}'' with text ''{1}'',,,4626,,,SMS senden an ''{0}'' mit Text ''{1}'',,,,
2252,3/9/2012,log.event.actionSendMail,Sent email message to ''{0}'' from ''{1}'' with subject ''{2}'',,,Stuur email bericht naar ''{0}'' van ''{1}'' met onderwerp ''{2}'',,,Epostmelding sendt til ''{0}'' fra ''{1}'' med emne ''{2}'',,,Epostmeddelande sänt till ''{0}'' från ''{1}'' med ämne ''{2}'',,,Sent email message to ''{0}'' from ''{1}'' with subject ''{2}'',,,4627,,,Email senden an ''{0}'' von ''{1}'' mit Gegenstand ''{2}'',,,,
2253,3/9/2012,log.event.ruleTriggered,Rule triggered ''{0}'',,,Regel afgegaan ''{0}'',,,Regel utført ''{0}'',,,Regel utlöst ''{0}'',,,Rule triggered ''{0}'',,,4628,,,Regel ''{0}'' ausgelöst,,,,
2254,3/9/2012,log.event.ruleEngineError,Rule engine error ''{0}'',,,Regel engine fout ''{0}'',,,Feil i regelmotor: ''{0}'',,,Fel i regelmotor ''{0}'',,,Rule engine error ''{0}'',,,4629,,,Regeldienstfehler ''{0}'',,,,
2255,3/9/2012,log.event.userAction,User action ''{0}'' ''{1}'' ''{2}'',,,Gebruiker actie ''{0}'' ''{1}'' ''{2}'',,,Brukerhandling ''{0}'' ''{1}'' ''{2}'',,,Användarhandling ''{0}'' ''{1}'' ''{3}'',,,User action ''{0}'' ''{1}'' ''{2}'',,,4630,,,Benutzeraktion ''{0}'' ''{1}'' ''{2}'',,,,
2256,3/9/2012,log.event.alarm,{0},,,{0},,,{0},,,{0},,,{0},,,4631,,,{0},,,,
2257,3/9/2012,log.event.assetStateAdded,State ''{0}'' added to asset,State ''{0}'' added to patient,State ''{0}'' added to person,Status ''{0}'' toegevoegd aan object,Status ''{0}'' toegevoegd aan patiënt,Status ''{0}'' toegevoegd aan persoon,Tilstand ''{0}'' lagt til eiendel,Tilstand ''{0}'' lagt til pasient,Tilstand ''{0}'' lagt til personen,Tillstånd ''{0}'' tillagt till föremål,Tillstånd ''{0}'' tillagt för patient,Tillstånd ''{0}'' tillagt för person,State ''{0}'' added to asset,State ''{0}'' added to patient,State ''{0}'' added to person,4632,,,Status ''{0}'' dem Objekt hinzugefügt,,,,
2258,3/9/2012,log.event.assetStateRemoved,State ''{0}'' removed from asset,State ''{0}'' removed from patient,State ''{0}'' removed from person,Status ''{0}'' verwijderd van object,Status ''{0}'' verwijderd van patiënt,Status ''{0}'' verwijderd van persoon,Tilstand ''{0}'' fjernet fra eiendel,Tilstand ''{0}'' fjernet fra pasient,Tilstand ''{0}'' fjernet fra personen,Tillstånd ''{0}'' raderat från föremål,Tillstånd ''{0}'' raderat från patient,Tillstånd ''{0}'' raderat från person,State ''{0}'' removed from asset,State ''{0}'' removed from patient,State ''{0}'' removed from person,4633,,,Status ''{0}'' aus dem Objekt gelöscht,,,,
2259,3/9/2012,findit.label.log.acked_by,Acknowledged By,,,Bevestigd door,,,Kvittert av,,,Kvitterat av,,,确认者,,,4634,,,Ausgelöst durch,,,,
2260,3/9/2012,findit.label.devices.owner.null,Unassigned,,,Ongekoppeld,,,Ingen,,,Ingen,,,取消分配,,,4635,,,Entkoppelt,,,,
2261,3/9/2012,findit.button.devices.assign_owner,Assign customer,,,Klant toewijzen,,,Tildel kunde,,,Tilldela kund,,,分配客户,,,4636,,,Kunden zuweisen,,,,
2262,3/9/2012,findit.label.customer,Customer,,,Klant,,,Kunde,,,Kund,,,客户,,,4637,,,Benutzer,,,,
2263,3/9/2012,findit.button.sync,Synchronize,,,Synchroniseren,,,Synkroniser,,,Synkronisera,,,同步,,,4638,,,Synchronisieren,,,,
2264,3/9/2012,findit.log.nobody,Nobody,,,Niemand,,,Ingen,,,Ingen,,,没有人,,,4639,,,Niemand,,,,
2265,3/9/2012,findit.log.anyone,Anyone,,,Wie dan ook,,,Hvem som helst,,,Vem som helst,,,任何人,,,4640,,,Jeder,,,,
2266,3/9/2012,findit.log.someone,Someone,,,Iemand,,,Noen,,,Någon,,,有人,,,4641,,,Jemand,,,,
2267,3/9/2012,findit.button.filter,Update,,,Toepassen,,,Oppdater,,,Uppdatera,,,更新,,,4642,,,Aktualisieren,,,,
2268,3/9/2012,findit.button.ack,Acknowledge,,,Bevestigen,,,Kvittér,,,Kvittera,,,确认,,,4643,,,Auslösen,,,,
2268,5/16/2012,findit.button.ack.all,Acknowledge all,,,Alle bevestigen,,,Kvittér alle,,,Kvittera alla,,,确认所有,,,4644,,,Alle bestätigen,,,,
2268,5/16/2012,findit.label.ack.all,All unacknowledged alarms,,,Alle niet bevestigde alarmen,,,Alle ukvitterte alarmer,,,Alla okvitterade larm,,,所有未确认的警报,,,4645,,,Alle nicht bestätigten Warnmeldungen,,,,
2269,3/9/2012,findit.log.nocare,All,,,Alle,,,Alle,,,Alla,,,所有,,,4646,,,Alle,,,,
2270,3/9/2012,findit.label.yes,Yes,,,Ja,,,Ja,,,Ja,,,是,,,4647,,,Ja,,,,
2271,3/9/2012,findit.label.no,No,,,Nee,,,Nei,,,Nej,,,没有,,,4648,,,Nein,,,,
2272,3/9/2012,findit.log.list,Activity Log,,,,,,Aktivitetslogg,,,,,,,,,4649,,,,,,,
